age,gender,marital_status,income,education_level,employment_status,credit_score,vehicle_age,vehicle_type,vehicle_price,policy_tenure,premium_amount,no_of_claims,accident_severity,region,fraudulent_flag,agent_rating,claim_amount,claim_approved
59,Male,Married,1015404,Postgraduate,Employed,583,0,Truck,323042,8,35927,4,Low,North,0,5,45794,0
26,Female,Married,1894121,High School,Employed,862,12,Bike,651014,7,50854,0,Low,East,0,5,113489,1
43,Male,Married,1941049,Graduate,Employed,838,12,SUV,372741,4,56178,3,Low,North,0,5,47658,0
37,Male,Married,1389797,Graduate,Employed,820,3,Truck,866799,2,43812,5,Low,North,0,5,52200,0
57,Male,Single,779302,Postgraduate,Retired,676,6,Car,702782,3,35590,4,High,East,0,5,37637,0
27,Female,Single,1286978,Graduate,Employed,679,8,Bike,158965,8,57754,2,Low,North,0,4,43480,1
36,Female,Single,983021,Graduate,Employed,721,9,Truck,707106,6,10572,1,High,North,0,5,16781,0
20,Female,Married,1855781,High School,Retired,518,6,Car,910178,3,60763,1,Low,East,0,5,106569,0
41,Female,Single,1691349,Graduate,Employed,356,9,Bike,316398,2,76538,1,Low,West,0,2,172754,0
22,Female,Married,560039,High School,Employed,413,10,Bike,1308908,8,8975,2,Low,South,0,3,16127,0
20,Male,Single,440416,Postgraduate,Employed,545,13,Car,2259613,9,8903,2,Low,West,0,3,5347,0
44,Male,Married,855603,High School,Self-Employed,774,13,SUV,832305,7,15159,5,Medium,East,0,1,9059,0
33,Male,Married,1895519,High School,Self-Employed,367,13,Bike,1901887,5,61758,1,Low,East,0,1,38158,0
66,Female,Single,333486,Graduate,Employed,357,4,Bike,1083491,8,54919,1,Low,South,1,4,55250,0
32,Female,Single,334928,Graduate,Self-Employed,603,12,Bike,1561697,3,27063,5,High,West,0,5,27104,0
52,Male,Married,796087,Graduate,Unemployed,614,14,Bike,432797,4,7251,3,High,East,0,3,14877,0
29,Female,Married,444561,High School,Self-Employed,375,0,Car,1874814,3,46805,0,Low,South,0,1,28017,0
58,Female,Married,674551,High School,Unemployed,602,0,Bike,439256,3,47938,5,Low,North,0,3,82459,0
61,Male,Divorced,846914,High School,Employed,883,11,Car,2468318,8,8673,1,Low,East,0,3,14682,1
43,Male,Single,1903415,Graduate,Employed,775,8,Bike,1539300,3,68902,1,Low,South,0,3,105097,1
64,Female,Divorced,1831813,Graduate,Self-Employed,301,3,Car,2217069,6,61787,5,Medium,South,0,1,33732,0
51,Female,Married,765680,Graduate,Employed,339,2,SUV,1781465,7,17765,3,Low,South,0,5,38202,0
40,Male,Single,343542,Graduate,Employed,347,10,Bike,1415846,1,61053,0,Low,East,0,1,76664,0
48,Female,Single,1917708,Graduate,Employed,356,4,Car,1868309,8,71085,1,High,West,0,3,99272,0
67,Male,Married,882742,Postgraduate,Unemployed,811,6,SUV,747599,8,7386,3,Low,West,0,5,13592,0
37,Male,Married,692661,High School,Employed,311,6,Car,2034796,4,15708,4,Medium,East,0,3,28698,0
29,Male,Single,547088,Graduate,Employed,757,14,Bike,1326936,8,18911,5,Medium,East,0,3,19907,0
40,Female,Single,1896916,Graduate,Employed,623,4,SUV,1545268,6,4459,0,Low,West,0,2,2331,0
21,Male,Single,673615,High School,Unemployed,885,7,Car,171424,7,10300,0,Low,South,0,1,21741,0
40,Male,Single,868944,Graduate,Self-Employed,840,4,Car,1745393,3,5812,4,Low,North,0,5,11697,0
65,Female,Single,878751,High School,Employed,391,9,Car,1771447,3,72040,1,Low,East,1,4,128397,0
65,Male,Single,1596096,High School,Unemployed,638,3,Truck,2418013,9,7229,4,Low,West,0,3,17131,0
18,Female,Married,1732999,Graduate,Unemployed,670,13,SUV,1235898,9,36649,1,Low,East,0,5,33306,1
42,Female,Married,1090560,High School,Self-Employed,555,5,Car,768482,3,14442,1,Medium,North,1,3,10213,0
19,Female,Single,1260673,High School,Employed,800,2,Car,1571987,9,67444,3,Low,West,0,2,168457,0
47,Male,Divorced,1238958,Graduate,Self-Employed,397,3,Bike,626964,3,69839,3,Medium,East,0,2,156218,0
20,Male,Married,1628260,Graduate,Retired,345,7,Bike,2084207,4,35307,2,Low,North,0,5,20589,0
38,Female,Married,349911,High School,Employed,319,9,Car,398412,3,35527,0,Low,West,0,4,41229,0
42,Female,Married,1370778,High School,Employed,358,9,Car,567640,5,10700,3,Low,West,0,1,16429,0
37,Female,Married,703635,Graduate,Employed,539,2,SUV,441376,4,26611,0,High,East,0,1,46741,0
66,Male,Married,414382,Graduate,Self-Employed,675,10,SUV,751488,9,58505,1,Low,East,0,1,77981,0
69,Female,Single,514132,Postgraduate,Self-Employed,335,12,Car,335563,2,8008,5,Low,North,0,2,5406,0
39,Female,Married,249769,High School,Employed,812,9,Car,1732089,8,25209,3,High,South,0,4,36452,0
38,Female,Single,849764,High School,Employed,686,12,Car,1928768,3,74826,2,Medium,East,1,4,119240,0
50,Male,Single,1900130,High School,Retired,482,2,Bike,104529,9,40144,1,Medium,North,0,2,45337,0
69,Female,Divorced,333541,Graduate,Unemployed,615,5,Car,1950500,2,73571,4,Low,South,0,1,60137,0
55,Male,Married,1654260,Graduate,Retired,686,7,Car,1011228,7,36674,3,Medium,North,0,4,56331,0
32,Male,Single,694222,Graduate,Unemployed,384,9,Bike,1064369,6,27641,0,Low,West,0,4,29174,0
63,Female,Married,894385,Graduate,Employed,746,1,Car,1236301,8,18179,2,Medium,West,0,2,17781,0
69,Female,Married,1376813,Graduate,Employed,893,0,Car,1590013,3,62160,2,Medium,South,0,1,121064,0
32,Female,Single,596381,Postgraduate,Self-Employed,527,9,Bike,555136,6,72882,2,High,West,0,1,117997,0
63,Male,Single,407978,High School,Employed,348,12,Bike,2279238,2,11573,1,Low,North,0,2,22988,0
42,Male,Married,1291827,High School,Employed,601,0,SUV,1432303,7,46660,1,Low,West,0,4,65138,1
38,Male,Divorced,1558246,High School,Employed,364,6,Car,1550862,3,4975,3,Medium,East,0,4,3258,0
41,Female,Single,1875598,High School,Retired,768,1,Car,672887,5,26852,5,High,East,0,5,39875,0
22,Male,Single,435368,Postgraduate,Employed,671,8,Car,947523,3,51314,5,Low,South,0,4,86750,0
23,Female,Single,1801806,High School,Employed,839,9,SUV,1282978,1,40055,0,Low,West,1,2,82250,0
66,Female,Married,769305,Graduate,Self-Employed,893,3,Car,362303,1,8367,4,Low,West,0,4,13938,0
60,Female,Single,1309131,High School,Unemployed,776,13,Car,831277,4,31276,1,Medium,North,1,1,65415,0
65,Male,Married,887569,High School,Retired,629,6,Car,1989657,5,47119,5,Low,East,1,1,71874,0
61,Male,Single,501509,High School,Self-Employed,308,4,Truck,2190742,1,36534,2,High,North,0,1,62983,0
64,Male,Married,657297,High School,Employed,461,4,Truck,2380921,3,64067,2,Medium,North,0,3,34922,0
40,Female,Married,225976,Graduate,Employed,703,6,Bike,819031,3,70500,0,Low,South,0,3,156719,1
21,Male,Single,1290545,Postgraduate,Retired,605,8,Car,1075622,2,74076,4,Low,North,0,2,61561,0
44,Male,Married,631541,Graduate,Employed,396,3,SUV,1046572,6,28712,3,Medium,East,0,4,56799,0
35,Female,Married,649957,Graduate,Self-Employed,789,8,Bike,1657144,2,33578,3,Low,South,0,1,46658,0
38,Female,Married,1788379,High School,Employed,820,8,SUV,1628817,4,70573,5,Medium,South,0,1,161220,0
45,Male,Single,629390,Postgraduate,Employed,577,10,SUV,178959,5,59862,1,Medium,West,0,3,66375,0
52,Female,Married,1194834,High School,Self-Employed,801,7,Car,1773355,3,44573,4,Medium,North,0,5,108937,0
39,Male,Married,1322239,Postgraduate,Unemployed,795,0,Truck,2261371,1,42955,5,Low,West,0,3,84692,0
57,Female,Married,1039811,Graduate,Retired,786,9,SUV,1510318,1,39603,1,High,South,0,2,68480,0
40,Female,Married,489535,High School,Unemployed,622,10,Bike,1123072,1,70435,1,Medium,East,0,3,167760,1
20,Male,Married,1242128,Graduate,Self-Employed,508,10,Bike,1698054,6,38399,0,Low,East,0,2,60659,0
57,Female,Single,407348,Postgraduate,Self-Employed,308,14,Bike,727103,4,50719,3,Low,North,0,1,62235,0
67,Female,Married,529225,High School,Unemployed,602,8,Bike,775592,6,48170,5,Low,West,0,5,91042,0
27,Female,Married,944587,High School,Employed,591,2,Bike,704754,1,13852,2,Low,North,0,2,13689,0
42,Male,Married,1568004,High School,Retired,653,7,Car,1144429,5,38415,0,Low,West,0,3,59357,1
69,Female,Married,282054,Graduate,Self-Employed,301,4,Car,1129387,1,10993,0,Low,West,0,1,25160,0
66,Female,Married,917566,High School,Retired,774,5,Bike,734711,4,15659,2,Low,North,0,4,21616,1
25,Male,Single,1604310,Graduate,Unemployed,807,2,Truck,1983720,9,9986,5,Low,East,0,4,13469,0
28,Male,Married,278593,Postgraduate,Employed,363,10,Car,843563,6,59039,5,Medium,East,0,4,69334,0
22,Female,Married,259485,Postgraduate,Employed,709,6,Car,2451724,4,9630,4,High,South,0,2,17461,0
62,Female,Single,1189043,High School,Employed,410,1,SUV,1043140,7,38202,2,High,South,0,1,39486,0
54,Female,Married,1544752,Graduate,Employed,717,12,Car,242468,1,63820,2,Medium,West,0,5,134972,1
62,Male,Single,1791020,High School,Employed,507,2,Truck,2209448,1,61820,2,Low,West,0,5,109029,0
55,Female,Married,773604,Graduate,Self-Employed,391,1,Bike,533299,5,23977,2,Low,South,0,1,57930,0
46,Male,Married,1428435,Postgraduate,Employed,377,12,Truck,1731301,7,42798,5,Low,North,0,4,100372,0
22,Male,Single,293099,Graduate,Employed,817,10,SUV,2002823,9,57419,5,Medium,West,0,4,65240,0
26,Female,Married,1945515,Postgraduate,Retired,345,8,SUV,2379281,9,9255,3,Medium,West,0,4,19861,0
65,Female,Single,1437222,Postgraduate,Employed,827,10,Car,1274924,8,12862,3,Low,South,0,1,7794,0
19,Male,Single,1451909,High School,Unemployed,550,13,Bike,1886703,2,77483,0,Low,South,0,5,89154,0
18,Female,Single,1234972,Graduate,Employed,753,12,Car,2008394,1,63808,0,Medium,East,0,2,130366,0
57,Female,Single,1895305,High School,Unemployed,755,13,SUV,2207061,3,7582,4,Low,West,0,4,4905,0
68,Male,Single,942578,High School,Employed,549,2,Bike,2221533,1,5465,2,Low,West,0,3,9250,0
47,Female,Single,455329,High School,Self-Employed,859,7,Car,1999785,1,3169,4,High,South,0,4,6392,0
28,Male,Single,1307811,Postgraduate,Self-Employed,475,5,Car,2462525,8,23419,4,Low,North,0,4,44852,0
45,Female,Married,1563624,Graduate,Retired,711,12,Car,525222,3,43850,5,Low,West,1,5,89930,0
61,Male,Married,1068153,Graduate,Employed,713,0,SUV,1208664,2,52872,4,Low,North,0,4,43768,0
29,Male,Married,1678532,Graduate,Employed,584,10,Bike,1011666,6,56517,4,Low,North,1,1,64144,0
56,Female,Married,1845994,Graduate,Unemployed,774,12,Car,815492,1,9148,3,Low,South,0,3,18453,0
43,Male,Single,1429202,Graduate,Employed,605,14,Bike,278206,2,49329,2,High,South,0,5,82600,0
30,Male,Married,862559,High School,Employed,814,5,Car,1752335,4,47653,0,Medium,South,0,4,32110,1
25,Female,Married,1680824,Graduate,Employed,748,7,Car,1520800,7,13957,1,Medium,North,0,1,32756,0
45,Female,Single,1723202,Graduate,Employed,522,9,Car,181337,2,8344,3,Medium,South,0,2,7016,0
47,Female,Married,885795,Graduate,Employed,580,13,Truck,1094139,4,41787,4,Medium,East,0,4,70364,0
26,Male,Married,1934056,High School,Employed,876,2,Car,1868150,4,58987,5,Low,North,0,4,54003,0
56,Male,Single,1976091,High School,Employed,506,13,Bike,1204690,8,75000,1,Low,West,0,1,160108,0
48,Male,Single,202607,Postgraduate,Employed,678,6,Bike,486396,7,23307,2,Medium,North,0,5,38785,1
38,Female,Single,1192422,High School,Employed,781,13,Bike,1958093,7,4514,2,Low,South,0,1,5966,0
64,Male,Married,536260,Graduate,Unemployed,573,5,Car,1758256,9,28612,4,Low,South,0,2,56345,0
51,Male,Married,416396,High School,Retired,580,0,Car,1427439,3,78322,3,Medium,West,0,3,94036,0
48,Female,Single,615242,High School,Employed,655,1,Car,1262106,3,38128,1,Low,South,0,4,19207,1
69,Male,Married,980013,High School,Unemployed,684,13,Car,2459883,9,67337,4,Medium,West,0,2,45711,0
42,Female,Single,479317,Graduate,Retired,436,10,Bike,2230726,2,67350,5,Medium,South,0,4,41725,0
29,Female,Single,758550,Postgraduate,Self-Employed,468,4,Car,835506,3,24403,1,Low,West,0,1,22922,0
18,Female,Married,1820020,High School,Retired,577,6,Bike,2251519,9,69579,3,Low,East,0,1,161459,0
39,Male,Married,403318,High School,Employed,529,3,Car,441038,6,5451,5,Medium,South,0,1,4778,0
57,Male,Married,299124,Graduate,Unemployed,793,5,Bike,1298926,5,76825,5,Low,East,0,3,128233,0
54,Male,Single,844116,High School,Self-Employed,493,1,SUV,1889087,9,11881,5,High,East,0,3,24615,0
64,Female,Married,450898,Postgraduate,Employed,788,4,Car,1881248,7,50245,0,Medium,West,0,2,99363,0
18,Female,Married,802052,High School,Self-Employed,575,9,Car,1895790,2,33990,5,Low,West,0,5,39254,0
18,Female,Single,590999,Graduate,Self-Employed,514,14,Car,290498,9,35675,5,High,South,0,2,51800,0
59,Male,Married,1179805,Graduate,Employed,501,2,Car,2001267,6,39637,1,Low,East,1,4,25850,0
59,Male,Married,1733383,Graduate,Employed,875,0,Car,629054,3,16713,2,Medium,East,0,2,11637,0
38,Male,Single,579201,Graduate,Self-Employed,361,5,Car,1060535,1,21145,5,Low,East,0,3,21013,0
32,Male,Married,264314,High School,Self-Employed,432,8,Truck,567273,4,59601,1,Medium,South,0,2,47677,0
34,Male,Single,689904,High School,Self-Employed,419,13,SUV,680941,8,63011,5,Low,East,0,1,40036,0
39,Female,Single,1662241,Postgraduate,Self-Employed,456,13,Truck,1200536,5,18698,1,Low,South,0,5,19057,0
55,Male,Married,555386,Postgraduate,Employed,588,9,Bike,2003586,5,51575,2,Low,North,0,1,80948,0
52,Female,Divorced,461270,High School,Employed,655,7,SUV,446493,2,40737,2,Low,North,1,4,37521,0
62,Female,Married,1279042,Postgraduate,Unemployed,312,3,SUV,1669471,4,10363,1,Low,North,0,1,11007,0
33,Male,Divorced,316151,Graduate,Unemployed,758,7,SUV,677279,4,72737,1,Low,North,0,3,156163,1
25,Female,Married,578739,Graduate,Self-Employed,711,10,Car,795412,9,37266,1,Low,North,0,4,74609,1
64,Male,Married,1598841,High School,Retired,801,4,Bike,1608284,7,70126,3,Low,West,0,1,39375,0
34,Male,Married,702777,Graduate,Unemployed,806,2,Bike,2222577,7,65274,2,Medium,West,0,1,43115,0
34,Female,Married,1272855,High School,Employed,573,3,Bike,925212,9,55592,5,Low,South,0,2,130997,0
43,Male,Single,1522557,Graduate,Employed,530,6,Bike,2128451,9,74979,4,Low,South,0,5,91698,0
30,Male,Single,748497,High School,Employed,877,14,SUV,422912,5,24178,2,Medium,South,0,1,13223,0
34,Female,Single,1785084,Graduate,Employed,527,4,Truck,2497758,1,78134,3,Low,East,0,5,100057,0
55,Female,Married,859325,High School,Unemployed,729,3,SUV,1643000,2,55363,1,Medium,North,0,4,112323,1
34,Female,Married,1946212,High School,Employed,444,2,SUV,1142710,8,30299,5,Low,North,0,5,69831,0
65,Female,Single,1494517,High School,Unemployed,460,2,Bike,1947733,6,68921,1,Low,West,0,1,131039,0
31,Female,Married,304304,High School,Self-Employed,588,9,Bike,1652416,8,58550,3,Low,West,0,1,61218,0
62,Female,Single,358302,Graduate,Self-Employed,651,5,Bike,2246990,3,70625,0,High,South,0,3,174707,0
23,Male,Single,1468813,High School,Employed,383,7,Car,920754,3,12721,3,Low,South,0,2,10222,0
52,Male,Married,766208,Postgraduate,Employed,833,14,SUV,428609,6,52313,1,Medium,North,0,5,64709,1
63,Male,Single,1969101,Graduate,Self-Employed,424,3,Truck,1982221,4,8413,2,Medium,South,0,5,10197,0
31,Female,Single,523688,Graduate,Unemployed,480,0,Bike,2485369,4,27664,2,Low,West,0,2,41048,0
64,Male,Single,852548,High School,Unemployed,792,3,SUV,779509,4,27963,5,Low,North,1,5,20455,0
25,Female,Married,1636254,Graduate,Self-Employed,729,11,Car,1016930,2,49397,2,Low,West,0,2,85316,0
32,Male,Married,293406,High School,Employed,343,14,Bike,1273507,7,53536,0,Medium,West,0,4,95099,0
44,Female,Married,545053,Graduate,Employed,669,4,SUV,561258,5,40554,4,Medium,East,0,4,57035,0
30,Male,Married,1605411,High School,Unemployed,718,7,Car,1254131,5,7720,4,Low,West,0,5,5377,0
66,Female,Married,701437,Graduate,Employed,662,13,Car,2356625,7,47324,1,Medium,West,0,3,95698,1
48,Female,Single,1085442,High School,Self-Employed,577,12,Car,635679,5,34146,2,Low,East,0,1,80456,0
52,Female,Single,1271612,Postgraduate,Self-Employed,744,6,Car,1739092,1,40620,2,Low,East,0,5,48933,1
23,Female,Single,1899859,High School,Employed,516,1,Car,2369070,2,44266,2,Low,East,0,4,43073,0
22,Male,Married,527466,High School,Employed,384,8,Car,703608,5,6636,5,Low,West,0,5,15975,0
39,Male,Divorced,204847,Graduate,Retired,788,14,Truck,1505345,7,52599,2,High,West,0,2,40912,0
66,Female,Married,679466,Postgraduate,Unemployed,636,2,SUV,1476672,2,17223,3,Medium,North,0,2,25128,0
40,Female,Single,1823636,Graduate,Unemployed,378,8,Bike,1465517,8,62521,1,Medium,South,0,4,118049,0
42,Female,Divorced,475037,High School,Employed,818,0,SUV,178129,5,56738,3,Low,North,0,1,33310,0
51,Male,Single,1122153,Graduate,Employed,755,8,Car,1953778,9,72177,0,Medium,North,0,2,153038,0
43,Female,Divorced,1672363,Postgraduate,Retired,588,6,SUV,1033477,6,7309,5,Medium,South,0,4,13444,0
64,Female,Single,735901,High School,Employed,783,1,Bike,380323,3,7614,1,Low,North,0,3,15175,1
22,Male,Married,698116,High School,Self-Employed,655,9,SUV,1025767,6,28969,2,Low,North,0,4,26639,1
43,Female,Married,778121,Postgraduate,Employed,380,6,Bike,773580,9,59208,2,Medium,East,0,4,61542,0
37,Female,Married,1310999,Postgraduate,Self-Employed,421,0,Car,2052585,1,25036,3,Low,North,1,1,62351,0
23,Male,Married,1076396,Graduate,Employed,869,10,SUV,334011,1,12694,4,Medium,West,0,1,15474,0
23,Female,Single,1366844,Postgraduate,Unemployed,801,2,Bike,970069,8,74416,3,High,East,1,1,40840,0
67,Female,Married,574386,High School,Retired,347,6,SUV,2306905,7,8070,4,High,North,0,3,9752,0
35,Male,Single,1945318,Graduate,Employed,708,2,Car,1612276,1,66530,1,Low,West,0,2,83929,0
21,Female,Married,723453,Graduate,Employed,312,1,Bike,1669973,8,25196,1,High,South,0,4,57155,0
34,Male,Married,1760495,Graduate,Self-Employed,523,4,Car,1987375,5,79057,1,Low,West,0,1,83487,0
31,Female,Divorced,1956284,Graduate,Employed,526,14,SUV,245613,9,70141,0,Low,North,0,2,146381,0
31,Female,Married,812357,Postgraduate,Retired,663,2,Truck,1824667,3,65957,5,Low,South,0,2,47422,0
30,Female,Single,384777,High School,Employed,490,12,Car,2271742,5,54778,1,Medium,East,0,3,83347,0
24,Female,Single,275642,High School,Employed,767,8,SUV,587595,7,65066,5,Low,East,0,5,85493,0
61,Female,Married,718697,High School,Self-Employed,327,6,Car,2140144,8,64160,3,Low,East,0,3,74006,0
32,Male,Married,1215353,Graduate,Unemployed,738,10,SUV,968431,3,35974,3,Low,North,0,2,73830,0
36,Female,Married,417002,High School,Employed,522,0,Car,299926,1,54962,4,Low,South,1,3,93661,0
60,Female,Single,1719605,Postgraduate,Employed,341,0,Car,2465981,6,60876,1,Low,West,1,1,146201,0
64,Male,Single,386889,High School,Employed,488,5,Car,1134362,5,33761,5,Medium,East,0,1,41239,0
61,Male,Married,1591704,High School,Employed,891,14,SUV,1199684,5,6141,4,Medium,South,0,3,4570,0
52,Female,Single,540813,Graduate,Employed,337,3,Car,216580,6,20942,3,Low,East,1,2,20390,0
34,Male,Married,401254,Graduate,Unemployed,636,0,Bike,337135,3,70000,2,Low,North,0,1,130642,0
52,Female,Single,1917644,High School,Employed,408,8,Bike,367931,5,11957,1,Low,West,0,4,21676,0
36,Male,Single,1910026,Graduate,Employed,663,13,Bike,1811005,1,74549,5,Low,North,0,4,131231,0
37,Male,Single,1432550,Graduate,Self-Employed,432,1,Bike,2470009,8,34179,5,Low,West,0,3,66227,0
53,Female,Single,1865034,High School,Employed,639,0,Car,635256,9,27782,5,Low,North,0,1,19785,0
52,Male,Married,1864621,High School,Unemployed,809,2,SUV,1312545,4,31871,0,Low,North,0,2,34318,0
49,Female,Divorced,1621808,Graduate,Self-Employed,462,14,Car,1201167,5,43338,0,Medium,North,0,2,71474,0
65,Male,Married,702799,High School,Employed,603,14,SUV,2231030,7,26586,2,High,East,0,2,36469,0
61,Male,Single,1329504,Postgraduate,Unemployed,353,9,Bike,2034172,5,4044,5,Low,North,0,1,6125,0
57,Male,Married,1685544,Graduate,Employed,453,11,Bike,485950,4,47561,4,Low,West,0,4,44027,0
41,Female,Divorced,1419295,High School,Self-Employed,673,11,Car,384529,8,78228,4,Low,West,0,5,134545,0
34,Female,Single,1969018,High School,Unemployed,726,0,Car,1546834,6,12050,4,Medium,West,0,2,14113,0
24,Male,Single,935689,High School,Unemployed,341,12,Bike,2418670,2,10241,1,Low,North,1,4,21497,0
60,Female,Married,1476978,Graduate,Employed,641,3,Car,1044135,4,35004,4,Low,East,0,2,58607,0
67,Female,Single,1976910,Graduate,Employed,461,3,Bike,2311644,3,48461,5,Low,North,0,5,120904,0
18,Female,Single,1857295,Graduate,Employed,516,5,Bike,1111239,2,34629,0,Medium,South,0,3,58293,0
52,Male,Single,1941338,High School,Unemployed,339,11,Car,1247088,6,78431,0,Low,North,0,3,47565,0
49,Female,Married,1462135,High School,Retired,792,2,Car,1515352,1,41348,5,Medium,East,0,3,38693,0
53,Male,Married,1517488,High School,Employed,324,12,Truck,445844,4,29010,0,Low,East,0,1,29123,0
30,Male,Married,667259,High School,Employed,584,14,Bike,1817681,8,47464,5,Low,West,0,3,26139,0
23,Male,Married,1100093,Graduate,Unemployed,366,8,SUV,1770484,5,73255,5,Medium,West,0,2,171226,0
31,Male,Married,1737138,Postgraduate,Employed,602,5,Car,191807,3,25983,4,Medium,East,0,5,45569,0
54,Male,Married,351519,Graduate,Employed,777,13,Car,2296943,2,40145,1,Low,South,0,5,85275,1
65,Female,Married,1740549,Graduate,Employed,515,6,Bike,1907259,6,71371,5,Medium,North,0,1,119419,0
32,Female,Married,743406,High School,Employed,404,5,SUV,1535515,4,45125,0,Low,West,1,5,99934,0
64,Male,Married,587695,High School,Retired,732,8,Bike,1781526,7,73265,3,Medium,West,0,3,128524,0
21,Female,Divorced,1965987,High School,Retired,349,1,Bike,405072,8,64080,0,Low,North,1,1,42589,0
57,Female,Married,639815,High School,Employed,511,10,Car,813458,9,23635,1,Low,South,0,3,13203,0
33,Female,Married,1970430,Graduate,Retired,688,13,Truck,1421340,7,44479,0,Low,West,0,1,61670,0
45,Female,Married,1258776,High School,Employed,568,7,Bike,2359062,9,43240,2,High,South,0,3,77188,0
33,Female,Single,1998790,Postgraduate,Unemployed,490,4,Car,1427639,4,68285,2,Medium,West,0,2,149803,0
21,Female,Divorced,823354,Postgraduate,Employed,594,1,Bike,1656820,1,51856,2,Low,South,0,3,118770,0
62,Female,Married,1307280,High School,Unemployed,728,12,Car,583199,7,66744,0,Medium,West,0,5,142945,1
43,Male,Married,515631,Graduate,Employed,316,6,Bike,2486598,2,63253,5,Low,North,1,4,45031,0
45,Male,Divorced,901825,Graduate,Employed,531,11,SUV,1795409,9,14396,1,Low,South,0,1,28954,0
49,Male,Married,1730232,High School,Retired,742,4,Car,1165863,6,30208,4,Medium,South,0,1,36212,0
62,Female,Married,218435,Postgraduate,Employed,654,7,Car,2291185,9,32063,1,Medium,North,1,1,71014,0
19,Female,Married,247897,High School,Retired,891,13,Bike,814194,8,22416,3,Low,West,0,4,48207,0
48,Male,Married,1370253,Graduate,Employed,870,9,Bike,436018,9,6446,5,Low,North,0,3,11612,0
20,Female,Divorced,690823,High School,Employed,651,10,Bike,1899449,7,10336,3,Low,West,0,1,24094,0
25,Female,Married,962052,High School,Unemployed,780,5,Bike,1152229,3,11263,1,Low,West,0,1,17843,0
41,Male,Divorced,1705668,Graduate,Self-Employed,677,6,Car,1344909,5,47034,0,Low,North,0,3,46233,1
32,Male,Divorced,1993663,Postgraduate,Employed,691,10,Bike,943440,3,50398,2,Medium,South,0,4,91021,1
60,Male,Single,1429060,High School,Employed,329,11,Truck,642811,3,41415,2,High,North,0,5,36556,0
48,Female,Married,1714074,High School,Self-Employed,430,0,SUV,410507,7,75768,5,Low,North,0,5,153359,0
26,Female,Married,1539204,Graduate,Employed,700,1,Car,2476876,6,60161,4,Medium,South,0,2,135894,0
56,Female,Married,631874,High School,Employed,422,8,Bike,2190584,5,46205,0,Medium,South,0,1,84614,0
62,Male,Married,1123557,Graduate,Self-Employed,350,14,Car,392702,5,49428,4,Low,East,0,1,73194,0
19,Male,Single,589213,Graduate,Self-Employed,891,6,Car,1514720,8,3829,1,Low,South,1,4,9205,0
25,Female,Married,1217088,Postgraduate,Retired,491,6,SUV,2311943,1,63318,5,Medium,North,0,2,131704,0
24,Male,Divorced,1199559,Graduate,Self-Employed,373,3,Car,2425963,4,56378,4,Low,South,0,1,80100,0
61,Male,Married,591692,Postgraduate,Employed,678,12,SUV,2193972,5,72051,3,Low,East,0,4,115244,0
68,Female,Single,648467,Graduate,Employed,802,12,Car,1657058,9,79763,4,High,North,0,4,154312,0
56,Male,Single,1158149,Postgraduate,Employed,771,3,SUV,1181087,1,16643,2,Medium,West,0,3,22973,1
59,Male,Married,1382193,High School,Employed,410,2,Car,1643081,9,12560,3,Medium,West,0,5,16407,0
33,Male,Married,1507825,Graduate,Employed,667,9,Bike,127780,6,75517,2,Low,East,0,2,168798,0
52,Female,Married,1983919,Postgraduate,Unemployed,476,3,Car,409284,3,18282,1,Low,South,1,5,22346,0
47,Female,Married,295495,Graduate,Unemployed,319,11,Car,926396,3,29033,4,Medium,South,0,1,72160,0
27,Male,Married,1325789,Postgraduate,Self-Employed,504,9,SUV,1272016,4,57728,5,Low,South,0,1,68097,0
55,Female,Married,994992,High School,Self-Employed,840,5,SUV,420152,5,73545,4,Low,West,0,5,147186,0
35,Female,Married,1442023,Postgraduate,Employed,821,10,SUV,1935145,9,46229,4,Low,North,0,2,70158,0
67,Female,Divorced,859022,Graduate,Self-Employed,308,2,Car,1026817,6,58012,0,Low,West,0,5,35820,0
22,Male,Married,1624761,High School,Unemployed,874,9,SUV,1224556,5,18644,5,Medium,West,0,1,39115,0
46,Female,Married,933951,High School,Self-Employed,332,7,SUV,2456022,6,38530,0,High,South,0,5,83403,0
56,Male,Married,776894,High School,Employed,451,0,Car,1590573,6,21208,3,Medium,North,0,4,42236,0
51,Male,Married,1589363,Postgraduate,Self-Employed,379,5,Bike,1573902,9,69931,2,Low,North,0,3,163804,0
60,Female,Married,1910456,Graduate,Self-Employed,843,12,Bike,278142,7,22844,1,Medium,North,0,4,14266,1
62,Male,Divorced,1665293,Postgraduate,Employed,815,1,Bike,1164252,7,48007,0,Medium,West,0,2,53684,0
40,Female,Married,646967,Graduate,Employed,425,10,SUV,852524,4,45554,2,Medium,North,0,3,112640,0
22,Female,Married,1677983,Postgraduate,Unemployed,807,13,Bike,1024917,5,51785,4,Low,West,0,1,78147,0
47,Male,Married,450565,Graduate,Self-Employed,674,0,Car,1007706,7,56905,4,Low,South,0,5,59061,0
23,Male,Married,1908419,High School,Unemployed,833,11,Car,730911,8,79481,2,Medium,East,0,5,97734,1
63,Female,Married,1566843,High School,Employed,450,3,Bike,1645878,6,73393,4,Medium,West,0,5,175022,0
61,Female,Single,1097263,Postgraduate,Employed,517,11,Car,2499559,8,74388,5,Medium,West,0,5,144639,0
